alpha_score,composite_score,computed_at,dii_1yr,dii_quarter,ev_ebitda,ev_sales,fii_1yr,fii_quarter,final_score,future_pe,future_peg,future_return,g_score,growth_score,index_group,irs_pct,irs_raw,loss_profit_qoq,loss_profit_ttm,loss_profit_yoy,market,market_cap_b,net_profit_ttm_1yr_growth,net_profit_yoy_growth,pb_ratio,pe_ratio,qoq_profit_growth,qoq_sales_growth,qtr_beta,qtr_std,rebalance_date,return_1yr,return_2yr,return_3m,return_6m,return_score,revenue_b,risk_eff_score,risk_score,sales_ttm_1yr_growth,sales_yoy_growth,sector,stocks_list,strategy_stocks,sub_sector,ticker,ttm_peg,ttm_revenue_b,valuation_score,yr_beta,yr_std
,1.0,2026-06-13T03:00:43.231596+00:00,,,28.79,10.2,,,,44.94,2.3,,0.5,0.5,SP500,53.75,1.5,True,False,False,US,,19.5,21.8,43.05,37.61,-29.7,-22.7,0.88,21.78,,56.91,65.65,18.16,10.59,2.5,,1.0,0.5,6.4,16.6,Technology,,,Consumer Electronics,AAPL,1.93,,-2.5,0.9552,22.08
,-4.0,2026-06-13T03:00:43.231715+00:00,,,15.04,7.16,,,,105.37,-87.81,,-3.5,-1.0,SP500,38.75,-4.5,True,True,True,US,,-1.2,-46.2,,106.65,-61.7,-9.7,0.4412,25.17,,21.62,51.14,-5.9,-1.28,-0.5,,-1.0,-0.5,8.6,12.4,Healthcare,,,Drug Manufacturers - General,ABBV,-88.88,,-2.0,0.1753,23.91
,-1.0,2026-06-13T03:00:43.231897+00:00,,,26.86,5.56,,,,30.88,-5.94,,-2.0,-1.0,SP500,50.0,0.0,True,True,False,US,,-5.2,6.0,10.48,32.57,-53.1,-3.6,1.4617,30.1,,4.78,-8.26,0.93,13.22,0,,2.0,1.0,10.3,17.9,Consumer Cyclical,,,Travel Services,ABNB,-6.26,,-1.0,1.269,29.02
,-3.0,2026-06-13T03:00:43.232066+00:00,,,15.14,3.94,,,,11.67,-0.23,,-3.0,-2.0,SP500,42.5,-3.0,True,True,True,US,,-51.3,-19.7,2.89,23.97,-39.4,-2.6,0.4752,25.39,,-33.71,-10.82,-23.9,-31.82,-3.5,,0.0,0,5.7,7.8,Healthcare,,,Medical Devices,ABT,-0.47,,2.5,0.1984,23.89
,-5.5,2026-06-13T03:00:43.23225+00:00,,,5.34,1.59,,,,7.17,3.58,,-4.0,0,SP500,32.5,-7.0,True,False,False,US,,2.0,94.6,1.36,7.03,-15.4,-8.1,0.1293,20.83,,-3.75,-6.1,-10.28,-2.67,-2.0,,-3.0,-1.5,14.0,-3.3,Financial Services,,,Insurance - Diversified,ACGL,3.52,,-2.0,-0.1007,20.95
,-4.5,2026-06-13T03:00:43.232418+00:00,,,8.64,1.53,,,,15.45,2.71,,-6.5,-2.0,SP500,43.75,-2.5,True,False,False,US,,5.7,4.0,3.51,14.62,-17.5,-3.7,-0.0088,37.7,,-43.09,-37.36,-12.63,-30.11,-3.5,,4.0,2.0,7.4,8.3,Technology,,,Information Technology Services,ACN,2.56,,-1.0,0.7112,34.72
,2.0,2026-06-13T03:00:43.23257+00:00,,,10.23,3.98,,,,18.05,0.64,,-0.5,1.0,SP500,61.25,4.5,False,False,False,US,,28.2,11.1,8.57,14.08,1.8,3.3,0.1652,39.68,,-41.59,-49.45,-7.45,-25.22,-3.5,,5.0,2.5,10.5,12.0,Technology,,,Software - Application,ADBE,0.5,,2.0,0.5805,32.21
,4.0,2026-06-13T03:00:43.232676+00:00,,,34.05,16.43,,,,86.62,2.24,,4.5,3.5,SP500,58.75,3.5,False,False,False,US,,38.7,110.5,6.05,62.45,41.6,14.7,1.6225,38.32,,97.17,89.55,19.27,58.27,4.0,,-1.0,-0.5,16.9,37.2,Technology,,,Semiconductors,ADI,1.61,,-3.0,1.401,30.27
,2.0,2026-06-13T03:00:43.232776+00:00,,,19.26,0.61,,,,21.22,-0.53,,2.0,-4.0,SP500,55.0,2.0,True,True,False,US,,-40.1,0.9,1.69,35.42,-34.6,10.4,-0.1002,29.33,,70.69,43.04,15.74,34.13,3.5,,0.0,0,-6.2,1.6,Consumer Defensive,,,Farm Products,ADM,-0.88,,2.5,-0.029,26.81
,-4.0,2026-06-13T03:00:43.232925+00:00,,,14.05,4.12,,,,22.27,2.56,,-4.0,-1.5,SP500,40.0,-4.0,False,False,False,US,,8.7,10.5,13.87,20.49,28.0,10.8,-0.292,30.69,,-30.46,-4.1,3.12,-12.79,-2.0,,0.0,0,7.1,7.0,Technology,,,Software - Application,ADP,2.36,,-0.5,0.2627,23.6
,-4.0,2026-06-13T03:00:43.233034+00:00,,,26.75,7.07,,,,45.79,41.63,,-6.0,0,SP500,45.0,-2.0,True,False,False,US,,1.1,6.3,16.78,45.29,-7.9,5.6,0.3453,36.01,,-18.87,15.56,-2.43,-21.03,-2.0,,4.0,2.0,17.5,19.4,Technology,,,Software - Application,ADSK,41.17,,-4.0,0.7589,31.23
,0.5,2026-06-13T03:00:43.233127+00:00,,,13.47,6.04,,,,24.13,1.04,,2.0,0,SP500,47.5,-1.0,False,False,False,US,,23.2,19.6,2.22,19.59,41.7,22.1,0.2332,18.07,,16.54,65.07,-2.86,7.24,0.5,,-3.0,-1.5,15.4,3.7,Utilities,,,Utilities - Regulated Electric,AEE,0.84,,1.5,0.0505,15.23
,-0.5,2026-06-13T03:00:43.23327+00:00,,,13.34,5.44,,,,23.11,1.12,,1.0,-0.5,SP500,45.0,-2.0,False,False,False,US,,20.7,6.7,2.18,19.15,50.2,13.3,0.181,19.67,,28.55,56.35,-3.45,7.63,1.0,,-3.0,-1.5,10.9,10.2,Utilities,,,Utilities - Regulated Electric,AEP,0.93,,0.5,0.0619,17.88
,1.5,2026-06-13T03:00:43.233448+00:00,,,12.91,3.88,,,,4.15,-0.09,,1.5,-1.0,SP500,53.75,1.5,False,True,False,US,,-45.8,951.1,2.37,7.65,52.2,2.5,0.1166,38.36,,53.68,-22.64,4.65,7.56,0.5,,0.0,0,-0.4,8.7,Utilities,,,Utilities - Diversified,AES,-0.17,,2.0,0.7588,43.11
,0.5,2026-06-13T03:00:43.233611+00:00,,,10.8,3.51,,,,8.8,-0.27,,2.0,0,SP500,47.5,-1.0,True,True,False,US,,-33.0,3860.0,1.92,13.13,-26.1,-9.9,0.2157,15.79,,11.89,34.66,-0.12,3.89,0,,-3.0,-1.5,-9.3,27.9,Financial Services,,,Insurance - Life,AFL,-0.4,,2.0,0.1147,16.78
,-3.0,2026-06-13T03:00:43.233721+00:00,,,4.69,1.46,,,,-28.89,0.09,,-3.0,-3.0,SP500,42.5,-3.0,False,True,False,US,,-320.5,21.6,0.98,13.1,3.8,0.9,0.5267,22.97,,-8.99,0.17,-7.74,-1.8,-2.0,,0.0,0,-1.8,1.4,Financial Services,,,Insurance - Diversified,AIG,-0.04,,2.0,0.2975,23.72
,3.5,2026-06-13T03:00:43.233812+00:00,,,7.65,0.95,,,,14.83,1.0,,3.5,1.0,SP500,58.75,3.5,False,False,False,US,,14.8,91.2,2.09,12.92,21.7,2.1,0.5647,22.0,,25.67,50.91,5.93,10.19,1.5,,0.0,0,7.9,11.3,Financial Services,,,Insurance - Property & Casualty,AIZ,0.87,,1.0,0.4515,24.57
,-6.0,2026-06-13T03:00:43.2339+00:00,,,16.19,4.51,,,,33.48,15.94,,-6.0,0.5,SP500,35.0,-6.0,False,False,False,US,,2.1,16.2,2.19,32.79,444.0,31.1,-0.0346,28.43,,-40.14,-15.88,-11.34,-17.18,-3.5,,0.0,0,20.7,34.6,Financial Services,,,Insurance Brokers,AJG,15.61,,-3.0,0.0121,27.57
,-0.5,2026-06-13T03:00:43.233998+00:00,,,22.45,6.03,,,,43.27,-4.12,,-0.5,-2.5,SP500,48.75,-0.5,False,True,True,US,,-10.5,-13.4,4.24,48.35,25.0,-1.9,1.2809,80.66,,88.11,57.56,46.59,63.19,3.5,,0.0,0,5.4,5.8,Technology,,,Software - Infrastructure,AKAM,-4.6,,-1.5,0.9695,53.09
,-4.5,2026-06-13T03:00:43.234087+00:00,,,22.67,4.41,,,,,,,-2.5,-1.0,SP500,33.75,-6.5,True,True,False,US,,-56.7,,2.73,,-177.0,0.0,1.1648,61.02,,212.08,47.96,-0.8,38.15,2.5,,-4.0,-2.0,-4.4,32.7,Basic Materials,,,Specialty Chemicals,ALB,,,-4.0,1.5532,61.79
,-5.0,2026-06-13T03:00:43.23431+00:00,,,12.87,2.8,,,,26.66,-10.25,,-3.0,-2.5,SP500,32.5,-7.0,True,True,False,US,,-2.6,23.9,2.99,27.37,-16.9,-0.7,1.8974,41.85,,-5.35,-31.46,-8.34,18.08,-1.5,,-4.0,-2.0,0.9,6.2,Healthcare,,,Medical Instruments & Supplies,ALGN,-10.53,,1.0,1.6729,52.51
,0.5,2026-06-13T03:00:43.234441+00:00,,,3.87,0.84,,,,10.18,0.08,,2.0,1.5,SP500,47.5,-1.0,True,False,False,US,,120.3,338.4,1.81,4.62,-35.9,-2.6,0.0181,19.93,,2.22,31.87,-2.58,-0.8,-1.0,,-3.0,-1.5,5.6,3.0,Financial Services,,,Insurance - Property & Casualty,ALL,0.04,,1.5,0.0255,23.31
,-2.5,2026-06-13T03:00:43.234558+00:00,,,13.07,3.17,,,,19.3,2.51,,-3.5,-1.5,SP500,46.25,-1.5,True,False,True,US,,7.7,-7.0,5.37,17.92,-6.4,0.0,0.9395,27.35,,-7.67,12.53,-18.85,-20.16,-2.5,,2.0,1.0,7.8,9.7,Industrials,,,Security & Protection Services,ALLE,2.33,,0.5,0.7046,24.91
,-2.5,2026-06-13T03:00:43.234684+00:00,,,38.39,12.27,,,,41.13,-16.45,,1.5,-1.0,SP500,33.75,-6.5,False,True,False,US,,-2.5,33.5,14.93,42.18,38.5,12.8,2.5093,51.3,,184.03,108.75,20.97,76.96,4.0,,-8.0,-4.0,4.4,11.4,Technology,,,Semiconductor Equipment & Materials,AMAT,-16.87,,-1.5,2.2902,45.82
,-1.0,2026-06-13T03:00:43.234804+00:00,,,10.41,1.5,,,,22.34,-0.74,,-2.0,-0.5,SP500,50.0,0.0,False,True,True,US,,-30.0,-11.7,1.56,31.91,57.1,8.5,1.8857,39.83,,-12.41,-14.06,-18.48,-6.87,-3.5,,2.0,1.0,10.0,77.4,Consumer Cyclical,,,Packaging & Containers,AMCR,-1.06,,2.0,0.9043,31.11
,0.0,2026-06-13T03:00:43.234951+00:00,,,112.56,22.33,,,,433.16,2.64,,4.0,3.5,SP500,40.0,-4.0,True,False,False,US,,164.2,91.2,13.1,163.95,-8.5,-0.2,3.0789,72.9,,358.37,213.73,160.84,135.75,4.0,,-8.0,-4.0,34.3,37.8,Technology,,,Semiconductors,AMD,1.0,,-3.5,2.7945,65.08
,-1.5,2026-06-13T03:00:43.235095+00:00,,,22.17,7.06,,,,36.86,4.85,,-3.0,-0.5,SP500,50.0,0.0,False,False,False,US,,7.6,14.5,4.73,34.26,0.2,-3.5,1.319,27.22,,26.04,37.01,-6.48,15.62,0.5,,3.0,1.5,6.6,11.3,Industrials,,,Specialty Industrial Machinery,AME,4.51,,-3.0,0.9253,21.79
,2.0,2026-06-13T03:00:43.235279+00:00,,,13.41,6.1,,,,44.05,0.5,,0.5,0,SP500,58.75,3.5,False,False,False,US,,88.5,4.4,19.76,23.37,36.5,-12.6,0.757,23.0,,22.24,20.72,-12.1,1.15,0,,3.0,1.5,10.0,5.8,Healthcare,,,Drug Manufacturers - General,AMGN,0.26,,0.5,0.5695,27.12
,-3.0,2026-06-13T03:00:43.235413+00:00,,,,1.79,,,,11.57,2.41,,-4.5,-0.5,SP500,46.25,-1.5,True,False,False,US,,4.8,66.0,6.38,11.04,-9.2,-3.0,0.7693,23.87,,-12.59,5.47,-7.13,-2.67,-2.5,,3.0,1.5,7.0,9.0,Financial Services,,,Asset Management,AMP,2.3,,-1.5,1.0623,24.76
,-5.0,2026-06-13T03:00:43.235511+00:00,,,19.62,12.67,,,,33.51,2.75,,-4.5,-0.5,SP500,36.25,-5.5,False,False,False,US,,12.2,76.9,24.7,29.87,4.7,0.0,0.3051,25.91,,-9.42,7.91,-0.87,8.0,-1.0,,-1.0,-0.5,5.1,6.8,Real Estate,,,REIT - Specialty,AMT,2.45,,-3.0,0.0282,23.22
,3.5,2026-06-13T03:00:43.2356+00:00,,,19.5,4.09,,,,41.48,1.33,,2.5,2.0,SP500,61.25,4.5,False,False,False,US,,31.1,74.8,6.67,31.64,42.8,-14.9,1.3711,28.35,,33.2,50.53,31.48,17.15,2.5,,2.0,1.0,12.4,16.6,Consumer Cyclical,,,Internet Retail,AMZN,1.02,,-2.0,1.4557,29.7
,-2.5,2026-06-13T03:00:43.235688+00:00,,,43.23,18.86,,,,65.23,2.82,,1.5,2.0,SP500,33.75,-6.5,False,False,False,US,,23.1,25.0,14.5,52.99,7.0,8.9,1.8975,60.46,,79.77,101.45,20.09,21.2,3.5,,-8.0,-4.0,28.6,35.1,Technology,,,Computer Hardware,ANET,2.29,,-4.0,2.0962,52.64
,0.0,2026-06-13T03:00:43.235775+00:00,,,14.09,4.71,,,,24.32,0.62,,1.0,0.5,SP500,47.5,-1.0,True,False,False,US,,39.2,27.1,6.91,17.47,-28.4,17.1,-0.0978,26.09,,-12.84,16.86,-5.52,-9.12,-2.0,,-2.0,-1.0,9.4,6.5,Financial Services,,,Insurance Brokers,AON,0.45,,2.5,-0.0048,23.81
,-6.0,2026-06-13T03:00:43.235992+00:00,,,10.55,2.2,,,,15.86,6.61,,-8.0,-4.0,SP500,40.0,-4.0,True,False,True,US,,2.4,-10.5,4.23,15.49,-5.9,3.6,1.0672,28.49,,-9.11,-26.12,-25.64,-11.79,-3.0,,4.0,2.0,0.3,-1.9,Industrials,,,Specialty Industrial Machinery,AOS,6.45,,-1.0,0.7577,24.75
,1.0,2026-06-13T03:00:43.236136+00:00,,,3.47,2.16,,,,15.24,0.19,,4.0,-1.0,SP500,45.0,-2.0,False,False,False,US,,78.4,32.2,2.0,8.54,59.9,16.9,-2.1882,51.26,,119.44,36.41,16.04,46.85,3.0,,-6.0,-3.0,-8.4,-11.9,Energy,,,Oil & Gas E&P,APA,0.11,,2.0,-0.5041,46.43
,-1.0,2026-06-13T03:00:43.236323+00:00,,,21.44,6.67,,,,-3.1,0.03,,0.0,-2.0,SP500,45.0,-2.0,False,True,False,US,,-110.3,,4.04,30.11,4.7,2.2,-0.0489,19.57,,6.62,14.75,3.26,10.22,0.5,,-2.0,-1.0,-0.5,8.8,Basic Materials,,,Specialty Chemicals,APD,-0.27,,1.5,0.3347,24.75
,3.0,2026-06-13T03:00:43.236463+00:00,,,23.98,7.57,,,,71.1,0.93,,5.0,3.0,SP500,52.5,1.0,True,False,False,US,,76.2,24.1,12.99,40.35,-22.0,18.3,1.736,49.39,,67.26,125.55,9.48,6.49,2.5,,-4.0,-2.0,51.7,58.4,Technology,,,Electronic Components,APH,0.53,,-0.5,1.6989,40.49
,0.5,2026-06-13T03:00:43.2366+00:00,,,,2.96,,,,62.37,-2.63,,-3.0,-1.0,SP500,60.0,4.0,True,True,False,US,,-23.7,,3.96,81.74,-378.7,-48.7,0.8217,39.59,,-1.63,16.02,20.29,-2.15,0,,7.0,3.5,22.7,-9.2,Financial Services,,,Asset Management,APO,-3.45,,-2.0,1.3176,35.1
,1.5,2026-06-13T03:00:43.236727+00:00,,,41.59,32.87,,,,103.92,0.94,,5.5,4.0,SP500,43.75,-2.5,False,False,False,US,,111.0,113.1,85.36,49.25,9.4,11.1,1.4455,68.57,,56.13,615.09,38.55,-3.8,2.5,,-8.0,-4.0,70.0,59.0,Communication Services,,,Advertising Agencies,APP,0.44,,-1.0,2.2841,70.86
,-3.5,2026-06-13T03:00:43.236863+00:00,,,6.43,0.99,,,,3.39,-0.04,,-3.5,-2.0,SP500,41.25,-3.5,False,True,False,US,,-90.8,,1.46,36.8,37.0,-1.3,1.3448,47.45,,-6.49,-21.9,-12.14,-17.25,-3.0,,0.0,0,3.5,5.4,Consumer Cyclical,,,Auto Parts,APTV,-0.41,,1.5,1.4377,37.22
,-9.5,2026-06-13T03:00:43.236995+00:00,,,13.34,8.47,,,,,,,-9.5,-3.0,SP500,26.25,-9.5,True,True,False,US,,-500.0,,0.54,,-133.5,-10.4,1.3628,46.3,,-25.08,-51.33,-3.38,-2.82,-2.5,,0.0,0,-3.4,-11.5,Real Estate,,,REIT - Office,ARE,,,-4.0,1.0195,42.74
,-3.5,2026-06-13T03:00:43.237128+00:00,,,34.02,7.94,,,,66.63,4.86,,-3.5,2.5,SP500,41.25,-3.5,False,False,False,US,,13.7,770.5,11.07,58.6,162.8,-7.2,1.388,46.35,,-21.03,-5.97,12.66,-19.41,-2.0,,0.0,0,44.2,28.3,Financial Services,,,Asset Management,ARES,4.28,,-4.0,1.6929,40.46
,-2.5,2026-06-13T03:00:43.237282+00:00,,,15.11,7.86,,,,24.91,1.67,,-0.5,-1.0,SP500,38.75,-4.5,False,False,False,US,,14.9,14.5,1.94,21.68,44.4,46.2,0.0476,16.74,,14.61,62.64,-6.98,1.9,0,,-4.0,-2.0,12.9,0.6,Utilities,,,Utilities - Regulated Gas,ATO,1.46,,0.5,0.0214,15.26
,-2.5,2026-06-13T03:00:43.237449+00:00,,,19.12,11.54,,,,22.45,-8.02,,-1.5,-2.0,SP500,41.25,-3.5,False,True,False,US,,-2.8,40.3,2.23,23.1,97.7,0.3,0.5133,20.75,,-6.79,5.12,4.4,5.02,-0.5,,-2.0,-1.0,4.4,2.5,Real Estate,,,REIT - Residential,AVB,-8.25,,1.0,0.4438,20.0
